VESSEL_SEQ,VESSEL_CODE,NAME,PERMIT,ADFG_NUMBER,COAST_GUARD_NUMBER,LENGTH,COMMUNICATION_CODE,IGNORE_AUTOSYNC,AKR_PERSON_ID,RMD_ACTION,RMD_CHANGED_BY,RMD_CHANGE_COMMENT,RMD_TS_CHANGED,FFP_STATUS,IFQ_CDQ_LANDING,AKR_VESSEL_ID,VESSEL_CONTACT_SEQ
5356,41178,TURMOIL,2515,41178,628416,47,0,N,2198,U,NORPAC,,07-Jan-15,,,2515,
5795,41182,SNOOKIE,5731,41182,546966,38,0,N,1787,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,5731,
3079,41184,KISENO,15565,41184,,19,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,15565,
6448,41201,U-RASCAL,10513,41201,582182,43,0,N,8873,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,10513,
2909,4121,KAREN-C,11889,4121,,32,0,N,10364,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,11889,
4140,41216,JULIANNE,17902,41216,636417,49,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,17902,
3636,41228,MARANATHA,4929,41228,631045,38,0,N,8960,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,4929,
1435,41229,DARK STAR,1105,41229,627000,50,0,N,923,U,NORPAC,,07-Jan-15,,,1105,
2612,41235,ARCTIC QUEEN,4960,41235,604243,94,0,N,2831,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,4960,
2996,41236,KRISTIN BELL,12602,41236,630694,44,2,N,10980,U,NORPAC,,19-Aug-16,,,12602,4334
3858,41246,MICRO WAVE,14700,41246,609124,28,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,14700,
4109,41255,PATHFINDER,20883,41255,634100,34,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,20883,
630,41258,BELEN C,23125,41258,633739,28,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,23125,
4670,41266,PANDEMONIUM IV,20662,41266,623288,28,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,20662,
1362,41277,CRISTINA,25779,41277,,22,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,25779,
740,41280,BLUE FIN,2526,41280,581355,47,0,N,1142,U,NORPAC,,07-Jan-15,,,2526,
2794,41289,JOURNEY,12604,41289,,30,0,N,10982,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,12604,
2862,4129,KAHILTNA I,11138,4129,295129,32,0,N,9438,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,11138,
1663,41317,DREAMER,4738,41317,633423,48,0,N,993,U,NORPAC,,07-Jan-15,,,4738,
2253,41320,H STENOLEPIS,21430,41320,,19,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,21430,
5546,41328,SERENE,12605,41328,,22,0,N,10983,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,12605,
335,41330,ANGEJENL,3017,41330,631700,53,2,N,2290,U,NORPAC,,25-Aug-14,A,,3017,1380
3165,41334,KUSTATAN,15425,41334,629249,29,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,15425,
5767,41338,SKOOKUMCHUCK PISCES,974,41338,629052,53,0,N,874,U,NORPAC,,07-Jan-15,,,974,
5598,41339,SHARON ANN,3434,41339,257976,37,0,N,9993,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,3434,
574,41342,BANDET,26668,41342,,28,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,26668,
1667,41357,AMANDA C,1902,41357,609035,54,0,N,10984,U,GCAMPBELL,,24-Apr-17,,,1902,
5352,41359,SCHY TOO,18147,41359,,29,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,18147,
6331,41360,TONI MARIE,1152,41360,631536,58,2,N,760,U,NORPAC,,24-Apr-13,A,,1152,916
5671,41362,AK-2448-AK,10759,41362,635532,40,0,N,93579,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,10759,
2705,41368,JENNY S,3493,41368,542228,40,0,N,1821,U,NORPAC,,07-Jan-15,,,3493,
6739,41374,WIND N SEA,21799,41374,624256,32,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,21799,
3244,41401,LADY LEE DAWN,3734,41401,632516,58,2,N,730,U,NORPAC,,21-Feb-13,A,,3734,1123
4171,41408,NAKAT,1393,41408,591570,53,0,N,3110,U,NORPAC,,07-Jan-15,,,1393,732
3084,41411,MICHELLE B,4642,41411,633890,35,0,N,94706,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,4642,
3922,41421,MISS BRENDA,4633,41421,634181,58,2,N,267,U,NORPAC,,08-Jan-14,A,,4633,714
2560,41440,ISIS,1306,41440,631334,44,0,N,2327,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,1306,
2016,41444,FOUR DAUGHTERS,10536,41444,640772,90,0,N,8894,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,10536,
5147,41446,ROCKET II,610,41446,592148,45,0,N,26556,U,NORPAC,,07-Jan-15,,,610,
1650,41448,CHICO,20619,41448,,18,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,20619,
3827,41456,SPARHAWK,5422,41456,632952,47,0,N,155,U,NORPAC,,07-Jan-15,,,5422,1519
3883,41481,MIJALISA,10913,41481,553615,32,0,N,9239,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,10913,
6400,41509,TROIKA,1806,41509,622020,58,0,N,738,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,1806,
101845,41513,AURORA,25516,41513,,40,0,E,,U,NORPAC,,16-Oct-18,,,25516,
6234,41515,NEW VIKING,4089,41515,595129,66,0,N,8921,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,4089,
4013,41528,MISTY DAWN,5711,41528,631537,45,0,N,1449,U,NORPAC,,07-Jan-15,,,5711,
1040,4153,PITCH,2235,4153,237481,58,0,N,1149,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,X,,2235,
2002,41534,FOG,12609,41534,,20,0,N,10987,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,12609,
4085,41538,MOSIE,3080,41538,,27,0,N,10988,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,3080,
1916,41541,X CALIBUR,3280,41541,626296,44,2,N,10989,U,NORPAC,,23-Aug-19,A,,3280,4323
405,41550,APRIL DAWN,5919,41550,,22,0,N,932,U,NORPAC,,07-Jan-15,,,5919,
4055,41557,UNNAMED,30404,41557,,22,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,30404,
5823,41576,SOMETHING ELSE,11538,41576,615493,39,0,N,9816,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,11538,
5641,41578,SHILOH,17924,41578,632808,36,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,17924,
4956,41592,RAECHEL LOUISE,5838,41592,629278,44,2,N,2553,U,NORPAC,,05-Feb-15,A,,5838,1451
2307,41610,CARINNA Z,10693,41610,635151,32,0,N,9032,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,10693,
4179,41617,NANCY,12613,41617,631560,29,0,N,10991,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,12613,
934,41628,CAMERON,2292,41628,624657,58,2,N,29004,U,NORPAC,,10-Feb-14,A,,2292,1097
6342,41635,UNNAMED,3660,41635,,24,0,N,9758,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,3660,
6065,41658,SUSIE N,24290,41658,,21,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,24290,
664,41664,BERNICE II,14553,41664,636595,32,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,14553,
5651,4167,SHOGUN,11890,4167,521296,33,0,N,10365,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,11890,
1405,41678,DAISY B II,18695,41678,627255,32,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,18695,
3707,41706,MARTI KRIS,5646,41706,633787,40,0,N,788,U,NORPAC,,07-Jan-15,,,5646,
544,41712,AVERILL JEANNE,24252,41712,633644,34,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,24252,
591,41714,BARBARA JEANNE,2334,41714,605605,42,0,N,1535,U,NORPAC,,07-Jan-15,,,2334,
2137,4172,GLORIA EILEEN,7016,4172,,35,0,N,3138,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,7016,
3880,41720,MIGHTY LOETTA,28523,41720,632331,32,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,28523,
3242,41730,JHALNEMA,12617,41730,596818,28,0,N,10945,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,12617,
3575,41746,MAD GAFFER,3793,41746,635172,38,0,N,1624,U,NORPAC,,07-Jan-15,,,3793,
867,41752,BRUIN BAY,3329,41752,636329,74,0,N,670,U,GCAMPBELL,,02-Nov-17,X,,3329,
168,41762,ALEUT MAID,5288,41762,631146,37,0,N,11943,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,5288,
2775,41774,STEPHANIE LYNN,4250,41774,585815,43,0,N,26045,U,martin.park,populating vessel_contact_seq after creating the column.,19-Oct-12,,,4250,1586
6550,41778,VERNI PAUL,1552,41778,258086,40,0,N,9131,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,1552,
2269,41779,HALEY SEA,24508,41779,634683,36,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,24508,
6225,41797,UNCLE FRITZ,14052,41797,633605,32,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,14052,
6308,41808,TJ,5927,41808,,28,0,N,96226,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,5927,
5957,41837,STELLA MARINA,21139,41837,625270,30,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,21139,
1381,41843,CUATRO VIDAS,2266,41843,297864,43,0,N,2431,U,martin.park,populating vessel_contact_seq after creating the column.,19-Oct-12,A,,2266,799
4008,41848,MISTY,12621,41848,580953,36,0,N,10996,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,12621,
4918,41850,PURSUIT,22567,41850,633892,38,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,22567,
332,41859,ANGANTA QAXCHII,25171,41859,,24,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,25171,
6256,41863,THREE BEARS,17026,41863,586079,53,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,17026,
94,41868,ALASKA ADVENTURER,22059,41868,628635,55,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,22059,
200,41906,ALEUTIAN STAR,5284,41906,634419,48,2,N,2539,U,NORPAC,,15-Sep-15,A,,5284,1087
3678,41917,MARILYN JEAN II,12622,41917,,26,0,N,10997,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,12622,
2200,41947,GREAT ALASKA,12624,41947,555648,38,0,N,10185,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,12624,
5684,41958,SILVER CLOUD,2964,41958,557977,45,0,N,9688,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,2964,
3465,41968,LIZ RENEE,22705,41968,,22,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,22705,
6261,41971,THREE SONS,12626,41971,625260,33,0,N,40117,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,12626,
5738,41999,ALASKAN BELLE,12627,41999,634030,53,0,N,11002,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,12627,
5898,42031,ST ELIAS,25433,42031,631925,44,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,25433,
1321,42047,COPPER WIND,21079,42047,,27,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,21079,
4358,42069,NORSE MAID,2926,42069,588729,58,0,N,882,U,martin.park,populating vessel_contact_seq after creating the column.,19-Oct-12,A,,2926,839
3624,42071,MANIC EPISODE,1319,42071,,18,0,N,11004,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,1319,
100378,42074,TRIBUTE,2576,42074,613318,58,2,N,2495,U,GCAMPBELL,,10-Apr-18,A,,2576,1052
5412,42079,SEA KING,2188,42079,634819,56,2,N,87735,U,NORPAC,,30-Dec-13,A,,2188,1221
2691,42090,JENNIFER,24650,42090,,24,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,24650,
1900,42103,SAND HILL 28,10722,42103,,28,0,N,9059,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,10722,
5091,42110,RETURN,5243,42110,633891,48,0,N,528,U,NORPAC,,07-Jan-15,,,5243,
100441,42112,LADY JAZZALYNN,21952,42112,,32,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,21952,
5723,42125,SILVER WIND,4909,42125,,31,0,N,1461,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,4909,
5717,42137,SILVER STREAK,17426,42137,,27,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,17426,
5180,42163,ROSEANN HESS,431,42163,243808,50,0,N,9676,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,431,
3849,42166,LIGHTHOUSE,7228,42166,635098,30,0,N,38340,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,A,,7228,
5985,42182,STREAKN,16026,42182,,23,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,16026,
2471,42211,IGLOO,18154,42211,,21,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,18154,
3712,42217,MARTINA MARIE,21831,42217,636851,32,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,21831,
2393,42255,HOBO,25111,42255,636594,32,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,25111,
692,42258,BIG MEANY,15581,42258,,20,0,N,,U,martin.park,Copy akr_vessel_id to permit column to use it as unique key in the system. Permit column contains non-permit number. later need to change the definition.,24-Aug-12,,,15581,
492,42268,ASHLEY MARIE,4992,42268,638687,42,0,N,888,U,martin.park,populating vessel_contact_seq after creating the column.,19-Oct-12,A,,4992,1163
373,42273,ANNE,549,42273,250574,52,0,N,739,U,GCAMPBELL,,02-Nov-17,A,,549,
2124,42307,GLACIER ISLAND,10159,42307,635301,36,0,N,8546,U,martin.park,Delete contact information from non-odds vessels,20-Nov-12,,,10159,
